,post_id,date,likes,reposts,comments,text
10,714,1480932827,5,1,0,"Как претворить в реальность все свои мечты? Как создать то будущее, о котором грезишь? Если эти вопросы постоянно крутятся в твоей голове, то ты готов пройти наш видео‑курс «Создай свое будущее» и найти нужные тебе ответы, алгоритмы и секреты успеха на выбранном пути!
https://goo.gl/pjdKl8

#будущее #курсы@talentedme #успех #видеокурс"
11,713,1480864759,20,4,0,"[7 книг, которые должен прочитать каждый предприниматель]

Независимо от того, начинаете ли вы бизнес, или ежемесячный доход вашей компании уже превысил отметку в несколько миллионов, вам необходимо постоянно развиваться. Изучать фишки, анализировать и избегать ошибок других предпринимателей и внедрять новые методики в своей компании. Получить эти знания можно через книги выдающихся предпринимателей, которые на своём примере показывают, как создать успешный бизнес.

1. Великие, а не большие

Далеко не каждая компания, которая ставит перед собой цель сорвать куш и разбогатеть в короткие сроки, долго держится на рынке. А организации, которые отказались от постоянной гонки за выручкой и сосредоточились на качестве продукта и построении отношений с клиентами, выигрывают всегда. Книга содержит 14 историй становления успешных компаний и советы для предпринимателей, которые готовы стать лучшими из лучших.
14 историй становления успешных компаний и советы для предпринимателей, которые готовы стать лучшими из лучших.

2. Код Дурова

Выдающаяся история Павла Дурова — молодого бизнесмена, который перевернул с ног на голову русскоязычный интернет. Его детище — «ВКонтакте» — за несколько лет из маленького стартапа вырос в крупнейшую социальную сеть Европы. Книга рассказывает о юности Дурова, его взглядах на жизнь и становлении выдающегося бизнесмена. История уникального предпринимателя нашего времени.
История выдающегося предпринимателя нашего времени.

3. И ботаники делают бизнес

Фёдор Овчинников — предприниматель‑идеалист из провинциального городка, который решил открыть сеть книжных магазинов «Сила ума». Книга шаг за шагом описывает взлёты и падения, а за текстом стоит настоящая личность, которая со временем меняется, становится сильнее и продолжает стоять на своём. Мотивирующее чтиво для всех, кто работает в условиях современного отечественного рынка.

4. Управление в эпоху кризиса

По мнению автора книги Ицхака Адизеса, финансовые организации похожи на живой организм: готовые к переменам компании крепнут в трудные времена, а неподготовленные заболевают и рискуют обанкротиться. Именно поэтому любой переломный момент может пойти на руку предприятиям — главное, выбрать правильные инструменты. Книга поможет руководителям наладить рабочий процесс во время кризиса и даже получить от финансовой нестабильности выгоду.

5. Не работайте с м*даками

Если в вашем коллективе появился самодур, от него нужно сразу же избавляться, — именно об этом пишет в своей книге преподаватель стэнфордского университета Роберт Саттон. В противном случае мерзавцы полностью подорвут отношения в команде, что в конечном счёте напрямую отразится на вашем бизнесе. Вы поразитесь, сколько денег теряет компания из‑за самодура, унижающего своих коллег. Книга подскажет, как этого избежать и что предпринять, чтобы в вашем коллективе не появились мерзавцы.
Вы поразитесь, сколько денег теряет компания из‑за самодура, унижающего своих коллег.

6. В здоровом бизнесе — здоровый дух

Существует ли формула идеального бизнеса? Почему одни компании вырываются вперёд и становятся лидерами рынка, а товары и услуги других со временем перестают пользоваться спросом? Американский журналист Рич Карлгаард проанализировал десятки компаний, включая Apple, Dell, FedEx, Northwestern Mutual, и выявил ключевые качества, которые превозносят их над конкурентами. Книга для тех, кто хочет создать выдающуюся компанию.

7. Доставляя счастье

Это книга для тех, кто готов сделать свой бизнес лучше. Автор книги Тони Шей в своей харизматичной манере описывает, как ему удалось создать сразу несколько бизнесов, наиболее удачный из которых — Zappos — был продан компании Amazon за 1,2 млрд долларов. Шей рассказывает, как он управляет компанией, с какими сталкивается сложностями и как, не опуская руки, продолжает двигаться вперёд. «Вау‑эффект» после прочтения обеспечен!
«Вау‑эффект» после прочтения обеспечен!

Каждая из этих книг поможет предпринимателю наладить бизнес и увеличить текущие показатели. Проверим?

#книги #подборка #чточитать #стартап #прокачка@talentedme"
12,712,1480832795,4,0,0,"А давайте проверим результаты этого исследования на наших подписчиках. Ответьте, пожалуйста, когда вы более креативны? Когда к вам приходят самые выдающиеся идеи? Во время дедлайнов или во время спокойного сидения дома в уютном кресле?

#креативность #дедлайн #опрос@talentedme"
13,711,1480749395,2,1,0,"Если вы не можете найти время для себя даже в выходной, то вам поможет этот совет от Оксаны Кухарчук!

https://www.youtube.com/watch?v=eAXFytG_YaE&index=23&list=PLsjmDVgEiZhoEm5-OCxqCIC7x-PjBetYO/index?utm_source=vk&utm_medium=smm&utm_campaign=sovet

#совет #таймменеджмент #советдня #совет@talentedme"
14,710,1480683481,10,2,0,"Еще больше вдохновляющих цитат на нашем сайте
https://goo.gl/Ubwh1Z

#цитата #афоризм #куспеху@talentedme"
15,709,1480662314,12,2,0,"Грамотно поставить цель – почти полдела. Если ты тоже хочешь, чтобы твои мечты реализовывались, а не «пылились» на «задворках» сознания, умей правильно подходить к делу. SMART-технология – не мифическое чудо, а реальный и действенный инструмент. Скорее научись с ним работать!
https://goo.gl/HbqaVT
#цели #юмор #цитата #курсы@talentedme"
16,708,1480593683,9,1,0,"Что отвечать на собеседовании на вопрос о недостатках?

Само собой, ни один соискатель, находясь в здравом уме и твердой памяти, не начнет после такой просьбы подробно рассказывать о своих реальных минусах. На собеседовании нужно помнить о своей основной задаче: вы должны «показать товар лицом», представить себя с самой лучшей, выигрышной стороны, так, чтобы интервьюер понял — вы именно тот, кто ему нужен.

Плохо: «Я самый‑самый»

Что еще однозначно не стоит делать — заявлять, что недостатки у вас напрочь отсутствуют. Все равно вам никто не поверит, потому как идеальных людей просто не существует, у каждого из нас есть минусы. Так что, скорее всего, после вашего рассказа о своей исключительности, вас примут за человека, которому или есть что скрывать, или за того, кто совершенно не способен оценивать себя критически. И то и другое одинаково плохо скажется на вашем имидже и перспективе получить работу.

Хорошо: Честно, но избирательно

Лучший вариант ответа — назвать то, что можно истолковать как продолжение ваших достоинств. Один мой знакомый, например, честно сказал, что считает себя трудоголиком. В результате, он убил сразу двух зайцев. И на вопрос ответил: трудоголики очень требовательны к себе и другим, с ними непросто, и это действительно можно считать недостатком. И в глазах работодателя еще больше «подрос», потому что какому же начальнику не хочется, чтобы его подчиненные полностью отдавались работе?

Вы тоже можете вспомнить на собеседовании о каком‑то столь же безобидном своем недостатке. Но при этом обязательно учитывайте специфику своей будущей должности, не забывайте о требованиях, предъявляемых к кандидатам на выбранную вами вакансию. Если, например, вы претендуете на место менеджера по связям с общественностью или по продажам, не стоит говорить о своей замкнутости, нелюдимости. А кандидат на должность финансового директора или налогового консультанта, признавшийся в том, что страдает излишней болтливостью, скорее всего, не получит место.
Спокойствие, только спокойствие!

Собеседование — это не задушевная беседа двух друзей летним вечером на лавочке у подъезда. Вопросы, которые вам зададут рекрутеры или работодатели, могут оказаться и «некомфортными». Постарайтесь заранее продумать ответы на них, и тогда ваши шансы получить работу существенно возрастут.

Чтобы подготовиться к собеседованию, обязательно посмотрите серию видео‑курсов на нашем портале! https://goo.gl/SLN1S6

#собеседование #недостатки #арсенал@talentedme

По материалам https://goo.gl/LOqRUC"
17,705,1480579328,1,0,2,"Друзья, у нас появился новый курс для руководителей! «Делегирование: разгружаем себя, развиваем сотрудников». Курс подготовила Анна Мурашкина - бизнес-тренер и коуч с 10-летним стажем в сфере обучения как рядовых сотрудников, так и руководителей. Смотрите и делитесь впечатлениями в комментариях!
https://goo.gl/AxOtes
#менеджер #видуокурс #лидерство #ньюсрум_talentedme"
18,704,1480490594,11,3,0,"Так кто же такая женщина‑лидер? Что ей присуще и чем ее стиль лидерства отличается от мужского?

Социальный интеллект. 
Женщина‑лидер обладает особенной чуткостью к взаимоотношениям между людьми, успешно улавливает момент назревающего конфликта и способна использовать эту информацию в своих целях. 

Сдержанная эмоциональность. 
Высокую эмоциональность женщина‑лидер вынуждена прятать и контролировать. Всплеск эмоций и управление организацией и лидерские позиции несовместимы, в таком деле необходим холодный рассудок.

Работа и развлечения: смешивать воспрещается. 
Женщина четко проводит грань между делом и досугом и не позволяет себе ее переступить. Это определенная степень самозащиты, ведь на руководящих постах девушка, как правило, оказывается в окружении мужского пола.

Конкретность. 
Женщина‑лидер четко формулирует свои мысли и пожелания, контролирует свои и чужие ошибки. 

Нет доминантности. 
Опыт показывает, что женщины, пытающиеся перенять мужской стиль управления, не всегда успешны. Женское лидерство – коллективное, она способна делегировать полномочия подчиненным, подчеркивать их уникальность и важность для успеха компании. 

Убедительность. 
Женщина‑лидер способна зажигать рабочий интерес, если кому‑то сомнительны ее действия, она обязательно подтвердит свои возможности на практике. 

Умение переключится. 
Настоящая женщина‑лидер умеет быстро перестраиваться с одной социальной роли в другую (из «руководителя» в «жену, мать»). 

Авантюризм. 
Удивительно, но на работе женщина‑лидер готова рисковать. Возможно, дело во врожденной интуиции, на которую она небезосновательно готова положиться? 

Адекватное восприятие критики. 
Когда критикуют мужчину‑лидера, он часто принимает это на свой счет, из‑за того, что работа – одно из главных его средств самореализации испокон веков. Возможно, из‑за того, что у женщины‑лидера есть не менее основательная роль – «мать», в которой она способна выразить себя, критика на работе не принимается ею так близко к сердцу. 

Обаяние. 
Разумеется, что женщина‑лидер не будет кокетничать с партнерами, чтобы заключить выгодную сделку. Однако она с рождения способна располагать к себе окружающих и, особенно, мужчин. Не забывайте, что даже будучи лидером, вы остаетесь женщиной и можете успешно использовать свои женские чары в бизнесе

Хотите узнать больше? Посмотрите наш видеокурс «Женское лидерство»
https://goo.gl/W3boe5

#женщина #лидер #арсенал@talentedme

Источник: https://goo.gl/VOYTQY"
19,702,1480421645,8,0,1,"Почему «Всё лучшее — детям!» — неправильная установка?

Неприятно удивляют «забавные» фотографии, где завтрак для любимой дочурки — бутерброд сердечком, а мамин завтрак — это обрезки хлеба и сыра, оставшиеся от квадратных кусков расходного материала. К чему может привести стремление отдавать все лучшее детям, читайте в нашей статье!
https://goo.gl/ezKX4W
#дети #советы"
20,696,1480341257,4,0,0,"Быть женщиной – счастье, если не превращаешься в замученную домохозяйку без свободного времени. Или в не видящую мужа и детей карьеристку. Как найти в себе силы, чтобы обрести гармонию в этом сложном мире?
Надеемся, что в поиске ответа на этот вопрос вам поможет подборка лучших лекций о женском счастье: о ценностях, целях, семье и бизнесе с женской точки зрения.
https://goo.gl/HBNLeB
#женскоесчастье #женщины #арсенал_talentedme"
21,695,1480332720,2,2,0,"Совет дня для тех, кто ищет себя, от создателя проекта Talentedme Оксаны Кухарчук !
https://goo.gl/sxWHhj
#советдня #совет #совет_talentedme"
22,693,1480073281,6,1,0,#цитата #афоризмы #настойчивость #куспеху@talentedme
23,692,1480055108,11,3,0,"Анджелина Джоли коллекционирует ножи, а Квентин Тарантино обожает настольные игры.
Зачем нужны хобби? Казалось бы, пришел с работы, помылся, переделал все домашние дела (на какие сил хватит), посмотрел телевизор полчасика — и спать.
А какое у вас хобби? И почему вы им занимаетесь?

А если у вас еще нет хобби, предлагаем выбрать из 100+ вариантов…

Хобби для детей и семей

 Моделирование поездов, самолетов и автомобилей

 Игрушки для всех возрастов с дистанционным управлением
 Головоломки и конструкторы
 Магические фокусы
 Запуск воздушных змеев
 Посещение зоопарка и зеленый туризм
 Путешествия на теплоходе по реке и морю
 Куклы
 Жонглирование
Коллекционирование (подробнее ниже)

Хобби для физически активных

 Нудлинг (рыбалка голыми руками)
 Езда на велосипеде
 Гребля
 Подводное плавание
 Полеты на воздушном шаре
 Футбол
 Волейбол
 Ходьба
 Пеший туризм
 Марафоны
 Альпинизм
 Кемпинг
 Походы в лес
 Спелеология
 Теннис
 Гольф
 Верховая езда
 Катание на лыжах или сноуборде
 Танцы
 Плавание
 Путешествия
 Банджи-джампинг
 Баскетбол
 Триатлон
 Гео-кэширование
 Серфинг и виндсерфинг

 Хобби в области науки

 Астрономия
 Построение моделей ракет
 Микроскопия
 Наблюдение за птицами
 Аквариумы

 Хобби для любителей истории

 Исследования Титаника, гробницы Татунхамона, Трои и многое другое
 Народные сувениры
 Реконструкции исторических сражений
 Изучение народных забытых ремесел
 Посещение музеев по стране и миру
 Ярмарки
 Исследование и создание своей родословной

 Хобби для мужчин

 Покер
 Бассейн
 Дартс
 Пинг-понг
 Деревообработка
 Спортивные репортажи в газету или сайт
 Спортивное судейство
 Гаджеты и цифровые штучки
 Домашнее пивоварение
 Охота
 Набивка чучел

 Хобби, на которых можно заработать деньги

 Внештатный журналист или блогер (ведение своего блога)
 Домашнее рукоделие (можно продавать в интернете или на ярмарках)
 Украшение и изготовление тортов на заказ
 Распродажи и аукционы
 Фотографирование (свадьба, дети, фриланс)
 Плотницкие работы
 Графический дизайн
 Создание видео и выкладывание на ютуб (с монетизацией)

Хобби для коллекционеров

 Сбор пива
 Сбор книг
 Коллекционирование монет
 Сбор значков, открыток
 Коллекционирование игрушек (уникальных или старинных)
 Коллекционирование автомобилей (дорогое удовольствие)
 Сбор произведений искусства
 Сбор предметов потребления: ложек, сахарниц, прихваток и прочего
 Спортивные сувениры и медали
 Сбор автографов
 Коллекционирование антиквариата
 Сбор природных минералов, метеоритов

 Хобби для домоседов и тех, кто любит работать руками

 Изготовление ювелирных изделий

 Выпечка
 Живопись
 Керамика
 Рисование
 Изготовление свечей
 Чтение
 Мыловарение (также может приносить деньги, если делать на продажу)
 Вышивание
 Ведение дневника
 Цифровое искусство
 Готовка
 Кулинарные конкурсы
 Пряничные домики
 Изготовление кукол
 Кукольный дом
 Изготовление семейных фотоальбомов
 Вязание
 Шитье
 Вязание крючком
 Пошив одеял
 Садоводство
 Просмотр фильмов и написание рецензий
 Фэн-шуй
 Дизайн интерьера
 Написание рассказов, стихов, романов
 Вышивание крестиком

 Хобби для социально-активных людей

 Дегустация вин
 Блошиные рынки
 Настольные игры типа ""монополии""
 Лото настольное
 Боулинг
 Спортивные клубы
 Книжные клубы
 Игра в театре, участие в любительских спектаклях

 Хобби для любителей музыки

 Пение и хор
 Посещение концертов
 Исследование истории музыки
 Писать музыку
 Создание собственной музыкальной группы, написание стихов и музыка и ее продвижение
 Обучение музыке
 Коллекционирование музыки

 Хобби для снятия стресса

 Йога
 Медитация
 Легкая и тяжелая атлетика

 Сезонные Хобби

 Весна:

 Ярмарки и распродажи саженцев, деревьев, семян
 Посещение весенних цветочных шоу

 Лето:

 Парусный спорт
 Садоводство
 Огородничество

 Осень:

 Посещение заброшенных городов
 Осенние велосипедные туры
 Сбор осенних листьев и создание букетов и гербариев (нравится детям)
 Сбор яблок
 Сбор винограда, приготовление вина и изюма
 Поделки из тыквы, шитье костюмов на Хэллоуин

 Зима:

 Создание новогодних украшений, огней, искусственных картонных елок, снежинок и других ярких изделий
 Пошив нарядных костюмов для всей семьи
 Отдых в горах, санаториях зимой

 Приятного отдыха и досуга!

По материалам сайта http://radyuga.blogspot.ru/2015/05/150-hobbi.html
#хобби #опрос_talentedme"
